kode_bps,kode_dagri,nama_bps,nama_dagri
9109,92.09,TAMBRAUW,KAB. TAMBRAUW
9110,92.1,MAYBRAT,KAB. MAYBRAT
9111,92.11,MANOKWARI SELATAN,KAB. MANOKWARI SELATAN
9112,92.12,PEGUNUNGAN ARFAK,KAB. PEGUNUNGAN ARFAK
9171,92.71,SORONG,KOTA SORONG
9401,91.01,MERAUKE,KAB. MERAUKE
9402,91.02,JAYAWIJAYA,KAB. JAYAWIJAYA
9403,91.03,JAYAPURA,KAB. JAYAPURA
9404,91.04,NABIRE,KAB. NABIRE
9408,91.05,KEPULAUAN YAPEN,KAB. KEPULAUAN YAPEN
9409,91.06,BIAK NUMFOR,KAB. BIAK NUMFOR
9410,91.08,PANIAI,KAB. PANIAI
9411,91.07,PUNCAK JAYA,KAB. PUNCAK JAYA
9412,91.09,MIMIKA,KAB. MIMIKA
9413,91.16,BOVEN DIGOEL,KAB. BOVEN DIGOEL
9414,91.17,MAPPI,KAB. MAPPI
9415,91.18,ASMAT,KAB. ASMAT
9416,91.13,YAHUKIMO,KAB. YAHUKIMO
9417,91.12,PEGUNUNGAN BINTANG,KAB PEGUNUNGAN BINTANG
9418,91.14,TOLIKARA,KAB. TOLIKARA
9419,91.1,SARMI,KAB. SARMI
9420,91.11,KEEROM,KAB. KEEROM
9426,91.15,WAROPEN,KAB. WAROPEN
9427,91.19,SUPIORI,KAB. SUPIORI
9428,91.2,MAMBERAMO RAYA,KAB. MAMBERAMO RAYA
9429,91.24,NDUGA,KAB. NDUGA
9430,91.23,LANNY JAYA,KAB. LANNY JAYA
9431,91.21,MAMBERAMO TENGAH,KAB. MAMBERAMO TENGAH
9432,91.22,YALIMO,KAB. YALIMO
9433,91.25,PUNCAK,KAB. PUNCAK
9434,91.26,DOGIYAI,KAB. DOGIYAI
9435,91.27,INTAN JAYA,KAB. INTAN JAYA
9436,91.28,DEIYAI,KAB. DEIYAI
9471,91.71,JAYAPURA,KOTA JAYAPURA
